row_type,method_id,preset,backend,fit_mode,truth_data_used,trajectory_model_weighted_score_0_100,trajectory_model_interpretation,segment_trajectory_score_0_100,event_aware_join_score_0_100,hard_gap_honesty_score_0_100,locality_scope_score_0_100,mean_position_score_0_100,mean_velocity_evidence_score_0_100,mean_fd_kinematics_score_0_100,mean_smoothness_score_0_100,mean_plausibility_score_0_100,mean_detail_score_0_100,mean_derivative_closure_score_0_100,hard_gap_count,bridged_gap_count,bridge_frame_count,normal_join_count,normal_max_acceleration_jump_mps2,normal_max_jerk_jump_mps3,locality_note,segment_id,component_id,regime_label,trajectory_regime_bucket,t0,t1,n_observations,trajectory_model_score_0_100,position_score_0_100,velocity_evidence_score_0_100,fd_kinematics_score_0_100,smoothness_score_0_100,plausibility_score_0_100,detail_score_0_100,derivative_closure_score_0_100,velocity_weighted_rmse_3d_mps,fd_velocity_rmse_3d_mps,track_angle_median_error_deg,jerk_per_speed_rms_1_s2,snap_proxy_rms_mps4,turn_rate_p95_deg_s,velocity_detail_retention_ratio
segment,bea_v_spline_balanced,balanced,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0046,comp_0001,energy_constant__turn_left_slow,airborne,1766853807.0,1766853835.0,29,93.34774092403963,100.0,100.0,93.75367097626278,100.0,100.0,43.47153567837566,100.0,2.3962758755531066,16.74733639233853,1.1747819037994307,0.0019938487300399568,0.02218203064614352,1.2940694774510375,0.19737314633161426
segment,bea_v_spline_balanced,balanced,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0047,comp_0001,level_decel,airborne,1766853835.0,1766853953.0,119,94.04665078229053,100.0,100.0,92.62493829966154,100.0,100.0,52.266606543446734,100.0,1.579120505562543,17.728897406262973,1.056976657589328,0.00045784478292675473,0.008109537220379725,0.13073773067613445,0.22111983766730617
segment,bea_v_spline_balanced,balanced,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0048,comp_0001,descent,approach_final,1766853953.0,1766854176.0,199,92.92438025239561,100.0,100.0,96.19857612192789,100.0,100.0,35.326080728871226,100.0,1.9968044403868743,14.646943065464653,1.0436373301678166,0.00034959016339010537,0.006066415862007642,0.05549884803633609,0.1753804179679523
method_summary,bea_v_spline_accurate,accurate,bea_v_spline,dynamic_piecewise_bea_v_spline_per_segment_tuned_hard_reported_C0_joins_exact_C1_post_join_harmonized,False,95.49779112311113,excellent_trajectory_model_for_reference_free_derivative_analysis,94.0938843429302,97.91828663501158,100.0,100.0,98.68687339073432,100.0,87.0619559380462,100.0,100.0,63.21546585954673,100.0,0,0,0,46,1.3230244876706143,0.5657014840443162,local segmented models score higher for local wind/control analysis; whole-track smoothers remain valid baselines but are less local by design,,,,,,,,,,,,,,,,,,,,,,
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0001,comp_0001,descent,approach_final,1766850172.0,1766850398.0,227,90.69870948283344,97.74736451818579,100.0,79.88743913977936,100.0,100.0,41.87035478286435,100.0,1.3726251356109382,29.024833634962178,0.5590100371737085,0.0001568628402354199,0.004782132412319284,0.017171520272751352,0.19304995791373372
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0002,comp_0001,descent,approach_final,1766850398.0,1766850763.0,366,98.00006657255824,100.0,100.0,87.5004160784889,100.0,100.0,100.0,100.0,0.9020251995731108,22.286777340683493,0.6610829512556207,0.00035019607730628067,0.009545591744006557,0.11683918390148346,0.4551643385432817
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0003,comp_0001,descent,approach_final,1766850763.0,1766851029.0,265,97.08310015359359,100.0,100.0,95.7898609816703,100.0,100.0,77.56722396526324,100.0,1.4283248124193024,14.975538861528856,1.1495511536318435,0.0014156290685296304,0.028736911114800544,0.0885407358114754,0.2894315047062107
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0004,comp_0001,climb,airborne,1766851029.0,1766851074.0,26,95.15656835084123,100.0,100.0,87.8052577463188,100.0,100.0,71.07727111430209,100.0,2.247668889756131,20.71244152805673,0.5288622428506864,0.0016959109489295345,0.02880524199353313,0.34339360734655117,0.27190863200861565
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0005,comp_0001,descent,approach_final,1766851074.0,1766851097.0,22,95.49102102197637,100.0,100.0,93.7830458114632,100.0,100.0,64.85733692142227,100.0,2.506971633694095,16.2075519937383,0.7693384511516889,0.0019801416951420953,0.02783931093237493,0.29489976381355887,0.2551148096878401
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0006,comp_0001,level_accel,airborne,1766851097.0,1766851119.0,21,88.34060203862411,100.0,100.0,89.62876274140065,100.0,100.0,0.0,100.0,2.935460317965831,20.40398207615601,0.8651512357292395,0.001406547359148397,0.018743975482278664,0.12198528060428314,0.0782494920409547
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0007,comp_0001,energy_constant,airborne,1766851119.0,1766851223.0,102,88.56829830267564,100.0,100.0,88.71295337857191,100.0,100.0,3.7422576210411105,100.0,1.7905321487546642,21.1988712769595,0.8692500459430766,0.00037840301980928087,0.005472430936906424,0.04046925278023,0.090104095576811
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0008,comp_0001,level_accel__turn_left_slow,airborne,1766851223.0,1766851315.0,83,98.38198761407703,100.0,100.0,89.88742258798135,100.0,100.0,100.0,100.0,5.365792093023985,20.158658286451857,0.7968738854802566,0.0023678915678815755,0.058749368832207195,2.6691091638012185,0.9656868426582267
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0009,comp_0001,energy_constant,airborne,1766851315.0,1766851392.0,77,87.1228791195699,99.51269406302892,100.0,82.38347395004013,100.0,100.0,0.0,100.0,2.009133110807023,26.783625761475683,0.6495015669046842,0.0007350286113511567,0.019346067515707534,0.05153064470138127,0.07300703973778438
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0010,comp_0001,level_accel__turn_left_slow,airborne,1766851392.0,1766851445.0,51,94.96823981062832,83.8200733813681,100.0,80.68644378040078,100.0,100.0,100.0,100.0,5.671736630994702,28.29419324850644,1.5017687841317338,0.0015717018728717096,0.03867786421888497,1.6716895455698626,0.7685720840269148
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0011,comp_0001,energy_constant,airborne,1766851445.0,1766851506.0,53,85.65019152679282,92.57348908450516,100.0,78.38358022907622,100.0,100.0,0.0,100.0,1.9622563644233988,30.36808433094175,0.30306045195895825,0.0003269797019719729,0.0035174848883700836,0.0226300668060401,0.0768261155412437
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0012,comp_0001,level_decel,airborne,1766851506.0,1766851571.0,64,87.06379900878258,97.97406527587833,100.0,77.90423396939892,100.0,100.0,8.42233740573345,100.0,1.8577171280654767,30.759507508652284,0.5829150373475325,0.0004792462696889145,0.014136614981698915,0.06038750740787404,0.10274031099548031
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0013,comp_0001,energy_constant,airborne,1766851571.0,1766851621.0,50,87.07072671685786,98.73161055735126,100.0,82.64333406234815,100.0,100.0,0.0,100.0,2.501983055126459,26.592141341008013,0.5957277398232441,0.000822605371352821,0.01997661840520409,0.09515387494939617,0.07952169938585343
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0014,comp_0001,level_decel__turn_left_slow,airborne,1766851621.0,1766851652.0,29,98.5437753687989,100.0,100.0,90.89859605499302,100.0,100.0,100.0,100.0,6.194299291382836,19.243560250240776,1.0193601342438874,0.0025614892613799924,0.054735098906123214,2.3134994667335382,0.793094019030648
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0015,comp_0001,level_decel__turn_left_slow,airborne,1766851652.0,1766851671.0,16,98.58162064602456,100.0,100.0,91.1351290376534,100.0,100.0,100.0,100.0,6.04951173411121,19.089994186840734,1.2205685657921215,0.0024230297712064565,0.03833313103653695,2.278718354445176,0.7062947524778462
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0016,comp_0001,level_decel__turn_left_slow,airborne,1766851671.0,1766851690.0,19,88.2781160944093,100.0,100.0,80.79790528072098,100.0,100.0,13.50451249493922,100.0,2.3358457967712787,28.23063826041356,0.6825086591648906,0.0017008014889064859,0.04178060544790804,0.4170905285680305,0.11646218373633589
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0017,comp_0001,level_decel__turn_left_slow,airborne,1766851690.0,1766851739.0,45,98.79700429197216,100.0,100.0,92.48127682482587,100.0,100.0,100.0,100.0,5.189623433400153,17.84253355119622,1.3801554001300715,0.0028506948011412115,0.050352607536476794,2.5663042920353414,0.8872906030146197
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0018,comp_0001,level_decel__turn_left_medium,airborne,1766851739.0,1766851754.0,14,98.54939834132095,100.0,100.0,90.93373963325587,100.0,100.0,100.0,100.0,6.669510503211726,19.207969060220613,3.465982099106051,0.0035483105491605775,0.06404284100704724,2.795867035744808,0.5399723550597358
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0019,comp_0001,level_decel__turn_left_slow,airborne,1766851754.0,1766851790.0,37,97.97728028025273,100.0,100.0,99.56303641423949,100.0,100.0,80.47194453974403,100.0,1.6919555000127355,11.028529116483654,1.2338845055094612,0.0017680016135410658,0.02848721158139496,0.5245953940823876,0.29727425025730886
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0020,comp_0001,descent,approach_final,1766851790.0,1766851992.0,202,93.306295065272,100.0,100.0,97.59195633860419,100.0,100.0,36.91582051095314,100.0,1.463451344069411,13.362183658133373,0.9017983632134546,0.002297210749972434,0.0766383212759661,0.1296396035347849,0.17967271537957347
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0021,comp_0001,climb,airborne,1766851992.0,1766852025.0,32,98.61486166204959,100.0,100.0,91.34288538780983,100.0,100.0,100.0,100.0,5.168366157515647,17.425214395979246,1.3732875981154162,0.003997981851485724,0.05157513276473553,0.42812613726419513,0.4858439788959964
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0022,comp_0001,climb,airborne,1766852025.0,1766852040.0,8,95.00936156270565,100.0,100.0,100.0,100.0,100.0,50.093615627056344,100.0,2.3528458801219014,7.9031182418760935,1.562529031167244,0.0023959218476553193,0.0367146456028577,0.5336350647430611,0.21525276219305212
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0023,comp_0001,climb,airborne,1766852040.0,1766852077.0,13,98.5648071194187,98.74926530109221,100.0,91.96809552054764,100.0,100.0,100.0,100.0,3.8709923309225003,18.376947466312128,2.054984320262207,0.002108832774032125,0.02074400554898511,0.3810446660415992,0.5061913981682639
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0024,comp_0001,energy_constant,airborne,1766852077.0,1766852161.0,75,92.49208184895227,100.0,100.0,85.29053919435715,100.0,100.0,48.455955778551086,100.0,1.719649605940847,24.216224912433365,0.9867017789927324,0.0011830281755149082,0.022091669285662176,0.2408924360141367,0.21083108060208794
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0025,comp_0001,level_accel__turn_right_slow,airborne,1766852161.0,1766852189.0,26,99.21120148130163,100.0,100.0,95.0700092581351,100.0,100.0,100.0,100.0,5.748228346632367,15.541438442087223,1.1109224541016134,0.0025940743786657698,0.03798084564496832,2.731363567989601,0.6498197196078933
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0026,comp_0001,climb__turn_right_slow,airborne,1766852189.0,1766852240.0,49,96.02910420374397,95.33639171704462,100.0,78.67960748561626,100.0,100.0,100.0,100.0,6.333634718408811,30.10349777706585,1.0553467618280614,0.0015750044292016352,0.031667606118254026,2.5662631863231873,0.8363920938481268
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0027,comp_0001,climb,airborne,1766852240.0,1766852266.0,27,86.53381627698668,99.70491105380637,100.0,77.25209339769773,100.0,100.0,2.0889200689826657,100.0,2.6414038071322,31.36680842046381,0.4375764775029466,0.0006971784004928727,0.021447769060020185,0.017432063105900047,0.0856400841862532
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0028,comp_0001,climb__turn_left_slow,airborne,1766852266.0,1766852384.0,111,97.27542819405765,97.29207360681073,100.0,85.00237100775222,100.0,100.0,100.0,100.0,5.490943550955885,24.492196810942584,0.9437178406505982,0.001836296591422405,0.04229403087597221,1.9405108548818781,0.9569473788841641
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0029,comp_0001,climb,airborne,1766852384.0,1766852434.0,51,88.38337597881596,99.56671053167429,100.0,87.4313372736375,100.0,100.0,4.463567512330384,100.0,2.0974100526971124,22.36641725145327,0.7833429826349312,0.0003598527881554623,0.010565318181952835,0.019181085191104584,0.09205163228329204
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0030,comp_0001,energy_constant,airborne,1766852434.0,1766852464.0,31,87.50224623806602,100.0,100.0,82.22714024468104,100.0,100.0,3.4590379891703678,100.0,2.68817956432643,26.9196386535526,0.6116698533925498,0.0007795131555132446,0.01942530577733526,0.03428759603596322,0.08933940257076
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0031,comp_0001,level_accel__turn_left_slow,airborne,1766852464.0,1766852585.0,105,98.32373057596027,98.37033656052272,100.0,90.74556367935958,100.0,100.0,100.0,100.0,5.463505357306639,19.387702856166534,0.6535163235074184,0.0017108585078001483,0.05003912177243626,2.2222254286174437,0.9719500609496677
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0032,comp_0001,energy_constant,airborne,1766852585.0,1766852739.0,153,85.96650327014856,94.53419952154516,100.0,78.88999579726958,100.0,100.0,0.0,100.0,1.1911439575462137,29.877993907448268,0.5916833725303559,8.472047807902932e-05,0.002455952505785319,0.01989147530150361,0.03806477128282624
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0033,comp_0001,descent__turn_right_slow,approach_final,1766852739.0,1766852770.0,25,97.2094237778369,98.23660090721557,100.0,83.88144793106882,100.0,100.0,100.0,100.0,4.590286702903789,25.499514290352035,0.9160265810827236,0.00132218377548773,0.0239583940410717,1.9139152522294163,0.6018779156558727
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0034,comp_0001,level_decel__turn_right_slow,airborne,1766852770.0,1766852804.0,29,97.53331940837244,98.28625044985301,100.0,85.86855846493785,100.0,100.0,100.0,100.0,3.4602592468204185,23.69750188426928,1.1100599515177372,0.0013100600406539247,0.01642813581405555,1.6194458172742683,0.5299927795984528
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0035,comp_0001,level_decel__turn_left_slow,airborne,1766852804.0,1766852947.0,132,97.44594291905831,99.53193133130057,100.0,84.38819474563894,100.0,100.0,100.0,100.0,6.6686041077436435,25.007311194418676,0.7807168817940584,0.0021816792970215672,0.08425968056047492,1.8915944244671357,0.977458959204838
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0036,comp_0001,level_decel__turn_left_slow,airborne,1766852947.0,1766852996.0,35,97.19691730413889,99.6056076604989,100.0,82.77652740549381,100.0,100.0,100.0,100.0,4.509954980479168,26.448041788161152,0.8757297308123347,0.0017563157644131617,0.03961655948662166,1.5845505254601608,0.7296868619503578
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0037,comp_0001,energy_constant,airborne,1766852996.0,1766853063.0,64,87.62796401383646,100.0,100.0,85.17477508647781,100.0,100.0,0.0,100.0,1.3821140566173966,24.305855399469962,0.8873388601999553,0.00035436204860220987,0.008657406246104223,0.053960708743418656,0.07049357628602061
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0038,comp_0001,level_accel__turn_left_slow,airborne,1766853063.0,1766853403.0,316,97.51211131365157,99.47209729365306,100.0,84.8466227400824,100.0,100.0,100.0,100.0,5.851851358256649,24.605339809542375,0.738936812635822,0.001647278766805913,0.04544970596053544,2.3646353828405626,0.9766786159754176
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0039,comp_0001,energy_constant,airborne,1766853403.0,1766853419.0,17,86.85331860910803,100.0,100.0,80.33324130692512,100.0,100.0,0.0,100.0,1.196483505632565,28.59842512895302,0.5833932196961106,0.0007933485374776321,0.018494131049041226,0.01735906942001753,0.03866598839512911
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0040,comp_0001,descent,approach_final,1766853419.0,1766853472.0,54,87.57408858197114,100.0,100.0,84.83805363731952,100.0,100.0,0.0,100.0,0.9629561629718408,24.65961068429031,0.41622533423548147,0.0005478366859227295,0.01122214127661412,0.07198003996691918,0.06323900512102203
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0041,comp_0001,descent__turn_left_slow,approach_final,1766853472.0,1766853547.0,61,95.14808158110853,96.70764415161888,100.0,72.14477676821403,100.0,100.0,100.0,100.0,6.030549782940077,35.891499147105485,0.7772004826200083,0.0014561249480563305,0.018343951558181047,1.9585451740186695,0.9005774282138608
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0042,comp_0001,descent,approach_final,1766853547.0,1766853624.0,74,88.9068924564799,96.27505223273532,100.0,74.87289249505133,100.0,100.0,33.74223389343427,100.0,1.4491590233234029,33.309966526227036,0.5435397898859193,0.00023690955545635438,0.007848055508812141,0.06431612648212595,0.17110403151227252
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0043,comp_0001,descent__turn_left_slow,approach_final,1766853624.0,1766853690.0,63,96.49043998327633,94.77031100234205,100.0,81.98751664372047,100.0,100.0,100.0,100.0,5.699272244523261,27.188194273575395,1.0508038349596778,0.0017244606347414336,0.029678776969703814,2.0601388894763684,0.8765512303620642
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0044,comp_0001,descent,approach_final,1766853690.0,1766853730.0,41,87.34229128068161,95.8422576056508,100.0,86.50762730002185,100.0,100.0,0.0,100.0,1.6663141518894449,23.196781964481573,0.4725532268988512,0.0004373691730554729,0.01091971513361865,0.09829217474324523,0.045104445483844416
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0045,comp_0001,descent__turn_left_slow,approach_final,1766853730.0,1766853807.0,67,98.10371935202464,98.57570457479241,100.0,89.21646751905958,100.0,100.0,100.0,100.0,5.294167046173138,20.797547946243043,1.905055174633009,0.0022894146619430017,0.04327183716114515,2.4107982737341405,0.9111398389523074
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0046,comp_0001,energy_constant__turn_left_slow,airborne,1766853807.0,1766853835.0,29,92.49033770858514,100.0,100.0,93.7224785424861,100.0,100.0,34.94741141787355,100.0,2.3833458517658537,16.775578235573096,1.0376986728510014,0.0018986456793914329,0.032387972501002255,0.8897290282181957,0.17435801082825858
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0047,comp_0001,level_decel,airborne,1766853835.0,1766853953.0,119,94.31490703187268,100.0,100.0,92.63123334663737,100.0,100.0,54.93909696410683,100.0,1.4727963848366992,17.72331547397527,0.9939989881874671,0.0005854201288752633,0.009102592523621299,0.18151680151900185,0.22833556180308842
segment,bea_v_spline_accurate,accurate,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0048,comp_0001,descent,approach_final,1766853953.0,1766854176.0,199,93.3509253887243,100.0,100.0,96.22559741146483,100.0,100.0,39.54829802889919,100.0,1.7811699338164781,14.623058924516823,1.0008793039944888,0.0005339268089440777,0.010939757630472318,0.09573130449738428,0.18678040467802778
method_summary,bea_v_spline_smooth,smooth,bea_v_spline,dynamic_piecewise_bea_v_spline_per_segment_tuned_hard_reported_C0_joins_exact_C1_post_join_harmonized,False,94.72619871953846,excellent_trajectory_model_for_reference_free_derivative_analysis,92.91013984715941,98.59081691319732,100.0,100.0,90.20889502040805,99.92206297303204,86.78585915784078,100.0,99.98697930114908,62.151865421492786,100.0,0,0,0,46,1.2186663410555878,0.2208936415187183,local segmented models score higher for local wind/control analysis; whole-track smoothers remain valid baselines but are less local by design,,,,,,,,,,,,,,,,,,,,,,
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0001,comp_0001,descent,approach_final,1766850172.0,1766850398.0,227,89.49863787095939,90.27441189439122,100.0,79.86770810694605,100.0,100.0,38.86875146521053,100.0,1.9068326940500855,29.042642180979044,0.5535196240566294,9.72755675427611e-05,0.0032587179931651464,0.009870655430370254,0.18494562895606842
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0002,comp_0001,descent,approach_final,1766850398.0,1766850763.0,366,97.99720126289183,100.0,100.0,87.48250789307393,100.0,100.0,100.0,100.0,1.043262138935304,22.30358561937121,0.655076529985119,0.0001687893293513407,0.003216249572345114,0.0852439508265787,0.4545994170069345
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0003,comp_0001,descent,approach_final,1766850763.0,1766851029.0,265,96.55178849053374,100.0,100.0,95.73549795660811,100.0,100.0,72.34108817476428,100.0,1.8767678043452831,15.024959818677722,1.1744663530492978,0.0007837200739734486,0.011503686218866455,0.041983501133953396,0.27532093807186353
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0004,comp_0001,climb,airborne,1766851029.0,1766851074.0,26,97.0742498262405,98.87144504890422,99.68447501783054,86.97490547020074,100.0,100.0,93.50486041930361,100.0,3.9257451568659025,20.86649978575391,0.7593754531682122,0.001074863354052382,0.009191591298262802,0.20663938500582074,0.33246312313211973
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0005,comp_0001,descent,approach_final,1766851074.0,1766851097.0,22,93.18813692842615,99.40592877861259,100.0,93.6231000107872,100.0,100.0,42.79729473266677,100.0,2.3594014907329335,16.253439278325043,0.6492254037448696,0.0010554932741298595,0.010336358860930712,0.20535292795645704,0.19555269577820028
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0006,comp_0001,level_accel,airborne,1766851097.0,1766851119.0,21,88.63426544496551,100.0,100.0,89.79208027503388,100.0,100.0,2.6753260096008558,100.0,2.5289082165113945,20.261654704590246,0.7760778622264557,0.000461445596892375,0.00547895819707877,0.06833344310040385,0.08722338022592231
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0007,comp_0001,energy_constant,airborne,1766851119.0,1766851223.0,102,88.52907898277662,91.86365151205236,100.0,88.646728933042,100.0,100.0,13.219641720436117,100.0,1.7840635364900912,21.257599107698557,0.8408676989822653,0.0002567721350464681,0.0034425754478418684,0.1097603328065289,0.11569303264517751
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0008,comp_0001,level_accel__turn_left_slow,airborne,1766851223.0,1766851315.0,83,94.9914296796227,72.52651864096777,100.0,89.30154651691598,100.0,100.0,100.0,100.0,6.3823846516885725,20.676443642900217,1.5290432820922017,0.0016705165790129903,0.03131353983711386,2.6123173041514334,0.9440758877356973
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0009,comp_0001,energy_constant,airborne,1766851315.0,1766851392.0,77,87.2762272287447,94.12192675935327,100.0,82.30066070468843,100.0,100.0,8.134903048721524,100.0,2.867716523703185,26.857041553044233,0.8237242164636681,0.00042731486072930145,0.005681105947358152,0.27507613627286626,0.10196423823154811
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0010,comp_0001,level_accel__turn_left_slow,airborne,1766851392.0,1766851445.0,51,86.76254497686213,21.27819874703778,97.89590809908557,78.67436043363858,100.0,100.0,100.0,100.0,11.721529737111815,30.077414079890342,4.262774710506172,0.0009311627806050199,0.02373288738256658,1.223239200566821,0.6346394126792091
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0011,comp_0001,energy_constant,airborne,1766851445.0,1766851506.0,53,85.16907172423329,83.17857938788731,100.0,78.34495766835623,100.0,100.0,6.524489707497985,100.0,1.8245259604029478,30.402342002827808,0.30598420800997883,0.00013351445888522146,0.0017061802409569326,0.12401005579978534,0.09761612221024456
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0012,comp_0001,level_decel,airborne,1766851506.0,1766851571.0,64,87.19968915824039,93.3043110157098,100.0,77.87796975015968,100.0,100.0,15.426966763296583,100.0,1.4988903590019311,30.78301439821266,0.5974352213880546,0.000287585203950377,0.008509097638196473,0.045581441328398156,0.12165281026090077
segment,bea_v_spline_smooth,smooth,bea_v_spline,,False,,,,,,,,,,,,,,,,,,,,,comp_0001_seg_0013,comp_0001,energy_constant,airborne,1766851571.0,1766851621.0,50,87.07086146581021,98.63565260584728,100.0,82.71614470692833,100.0,100.0,0.0,100.0,2.2608198987157837,26.53114086138828,0.5967581012139647,0.00019907600012059588,0.0024511901040541236,0.15644043829497656,0.06342389796397482
