method_id,method_family,preset,overall_score_lower_is_better,position_3d_p95_m,velocity_3d_p95_mps,velocity_derivative_closure_p95_mps,position_velocity_step_closure_p95_m,segment_join_position_closure_p95_m,segment_join_velocity_jump_p95_mps,same_time_position_jump_max_m,accel_p95_mps2,jerk_p95_mps3,gap_accel_p95_mps2,gap_jerk_p95_mps3
kalman_rts_balanced,kalman_rts,balanced,0.12556132689583419,35.133905590262536,7.50746664692872,0.004137071930619775,0.0005168893458240765,0.0,0.0,0.0,4.316563922161289,0.3967325322738391,0.0,0.0
kalman_rts_accurate,kalman_rts,accurate,0.1343578128780215,33.629499777741486,7.554099440824674,0.008514128699854379,0.0010663535218303868,0.0,0.0,0.0,4.472166342388675,0.8122524783839293,0.0,0.0
kalman_rts_smooth,kalman_rts,smooth,0.1270025140486742,40.16204042450913,7.722029532046895,0.002449048756434824,0.00030626229032877373,0.0,0.0,0.0,4.176969194752052,0.23498997404074173,0.0,0.0
bea_v_spline_balanced,bea_v_spline,balanced,0.15571726455201054,58.55135495960747,8.718467952000909,0.002502407894376052,0.00030791918670679475,0.00029384519122434933,0.9770946921436194,0.0,4.131767071100199,0.24398825132997054,0.0,0.0
bea_v_spline_accurate,bea_v_spline,accurate,0.14236105361129697,47.198188724073304,8.320897612351152,0.0032837547469662244,0.00040414054030389287,0.0004868506750719295,0.8828667060182099,0.0,4.190223757707265,0.318546383365332,0.0,0.0
bea_v_spline_smooth,bea_v_spline,smooth,0.21473362710586893,102.81195989375031,10.344017061358523,0.0022501216645137065,0.00027726301838829125,0.00039163579478953154,1.0911454414214934,0.0,4.031358300768238,0.2184917199035541,0.0,0.0
